capability_id,source_kind,page,section,action,triggered_api,expected_result,target_feature_id,disposition,capability_status,legacy_implementation,legacy_verification,implementation_evidence,verification_evidence,domain_owner,canonical_method,canonical_path,canonical_operation_id,actor_scope,security_refs,protocol_refs,external_effect_status,migration_refs,source_evidence,notes,contract_status,domain_status,api_status,pg_status,migration_status,effect_status,shadow_status,deployment_status,resource_ref,action_ref,canonical_actor_scope,main_sha,contract_evidence_ref,domain_evidence_ref,api_evidence_ref,pg_evidence_ref,migration_evidence_ref,effect_evidence_ref,shadow_evidence_ref,deployment_evidence_ref
LEGACY-S07-112,FEATURE_MATRIX,/admin/owner-migration,负责人迁移,生成迁移预览,POST /api/admin/owner-migration/preview,客户端保存 preview 响应和当前签名并渲染预览统计,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-112,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/owner-migration,生成迁移预览,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-113,FEATURE_MATRIX,/admin/owner-migration,负责人迁移,以确认短语执行迁移,POST /api/admin/owner-migration/execute,客户端在 token、hash、确认短语及 confirm=true 满足后显示后端返回,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-113,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/owner-migration,以确认短语执行迁移,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-114,FEATURE_MATRIX,/admin/owner-migration,负责人迁移,下载导入错误报告,GET /api/admin/owner-migration/sessions/{session_id}/errors.xlsx,浏览器导航至错误报告下载地址,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-114,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/owner-migration,下载导入错误报告,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-115,FEATURE_MATRIX,/admin/owner-migration,负责人迁移,下载执行结果,GET /api/admin/owner-migration/results/{result_id}.xlsx,浏览器导航至结果下载地址,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-115,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/owner-migration,下载执行结果,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-116,FEATURE_MATRIX,/admin/questionnaires,问卷列表,刷新问卷列表,GET /api/admin/questionnaires,客户端重绘返回的问卷列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/276;sha=64be234e00063df950e73453cd39e9443b5acd77;tests=cmd/aicrm/legacy_survey_api_test.go+web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=cmd/aicrm/legacy_survey_api.go+cmd/aicrm/api.go+web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx,method=PR276_local_and_CI;command=Go_race_PG16_14_OpenAPI_Mapping_repo_contract_Web_lint_typecheck_Vitest_build_gitleaks_diff_check;ci=ci_merge-gate_success_run_32214362290;external=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-116,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,刷新问卷列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-117,FEATURE_MATRIX,/admin/questionnaires,问卷列表,打开已有问卷编辑数据,GET /api/admin/questionnaires/{questionnaire_id},客户端用返回问卷重置编辑草稿,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=fd2fc48daa16e346e22a1ca1c058e1a76665162a;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/210;tests=legacy_questionnaire_create_list_get_session_csrf_rbac_and_real_PG_UoW;paths=cmd/aicrm/legacy_survey_api_test.go+internal/survey,method=focused_normal_boundary_error_and_PG16;command=make_p4-f01a-survey-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-117,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,打开已有问卷编辑数据,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-118,FEATURE_MATRIX,/admin/questionnaires,问卷列表,启用或停用问卷,POST /api/admin/questionnaires/{questionnaire_id}/disable,客户端以 is_disabled 载荷切换状态后刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/276;sha=64be234e00063df950e73453cd39e9443b5acd77;tests=cmd/aicrm/legacy_survey_api_test.go+web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=cmd/aicrm/legacy_survey_api.go+cmd/aicrm/api.go+web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx,method=PR276_local_and_CI;command=Go_race_PG16_14_OpenAPI_Mapping_repo_contract_Web_lint_typecheck_Vitest_build_gitleaks_diff_check;ci=ci_merge-gate_success_run_32214362290;external=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-118,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,启用或停用问卷,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-119,FEATURE_MATRIX,/admin/questionnaires,问卷列表,删除问卷,DELETE /api/admin/questionnaires/{questionnaire_id},确认后客户端刷新或返回列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/276;sha=64be234e00063df950e73453cd39e9443b5acd77;tests=cmd/aicrm/legacy_survey_api_test.go+web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=cmd/aicrm/legacy_survey_api.go+cmd/aicrm/api.go+web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx,method=PR276_local_and_CI;command=Go_race_PG16_14_OpenAPI_Mapping_repo_contract_Web_lint_typecheck_Vitest_build_gitleaks_diff_check;ci=ci_merge-gate_success_run_32214362290;external=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-119,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,删除问卷,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-120,FEATURE_MATRIX,/admin/questionnaires,问卷列表,复制问卷,POST /api/admin/questionnaires/{questionnaire_id}/duplicate,客户端刷新列表并打开默认停用的复制件,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/297;merge_sha=ce8339ed2fd8eebabc1a5b809d35be34f0243106;tests=web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx;scope=local_duplicate_with_disabled_copy,method=merged_PR297_with_ci_merge_gate;command=web_npm_run_ci;external=NOT_EXECUTED;deployment=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-120,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,复制问卷,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-121,FEATURE_MATRIX,/admin/questionnaires,问卷分享,复制预载公开链接,none (client-only),客户端将当前问卷的预载 public_url 写入剪贴板或提示框,UNMAPPED,UI_ONLY,FRONTEND_INTEGRATION_DEFERRED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/295;sha=f9f13b13dcad4eb69f02e5c9a4e648da5de461de;head=16e20bf1d29346e69e8dada0854064a39103036b;tests=web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx+web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx,method=PR295_local_and_CI;command=npm_run_ci+Prettier_diff_check+gitleaks_diff;ci=ci_merge-gate_success_run_32227458487_web_1m5s;public_real_access=NOT_EXECUTED;provider_write=NOT_EXECUTED;external=NOT_EXECUTED;deploy=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-121,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires,复制预载公开链接,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-122,FEATURE_MATRIX,/admin/questionnaires/{questionnaire_id},问卷数据,导出问卷提交数据,GET /api/admin/questionnaires/{questionnaire_id}/export,客户端下载响应 blob,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/255;sha=2651d759fdda4fe971f2461f24bd2aad277953ce;tests=cmd/aicrm/legacy_survey_submissions_api_test.go+internal/survey/app/submissions_test.go+acceptance/survey/f03_submissions_integration_test.go;paths=cmd/aicrm/legacy_survey_submissions_api.go+internal/survey/app/submissions.go+internal/survey/store/submission_repository.go,method=focused_router_service_and_PG16;command=go test ./cmd/aicrm ./internal/survey/app ./acceptance/survey && make feature-matrix-contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-122,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/{questionnaire_id},导出问卷提交数据,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-123,FEATURE_MATRIX,/admin/questionnaires/new,问卷编辑器,创建问卷,POST /api/admin/questionnaires,客户端重置草稿并更新地址,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=fd2fc48daa16e346e22a1ca1c058e1a76665162a;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/210;tests=legacy_questionnaire_create_list_get_session_csrf_rbac_and_real_PG_UoW;paths=cmd/aicrm/legacy_survey_api_test.go+internal/survey,method=focused_normal_boundary_error_and_PG16;command=make_p4-f01a-survey-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-123,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/new,创建问卷,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-124,FEATURE_MATRIX,/admin/questionnaires/{questionnaire_id},问卷编辑器,保存问卷修改,PUT /api/admin/questionnaires/{questionnaire_id},客户端重置草稿并刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/346;merge_sha=1fc7f9f74b222ffc9ee959732b30cb797f83551a;tests=web/src/questionnaire-list.test.ts+web/src/questionnaire-list-ui.test.tsx;paths=web/src/questionnaire-list.ts+web/src/questionnaire-list-ui.tsx;scope=local_questionnaire_editor_update,method=merged_PR346;command=web_npm_run_ci;deployment=NOT_EXECUTED;external=NOT_EXECUTED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-124,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/{questionnaire_id},保存问卷修改,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-125,FEATURE_MATRIX,/admin/questionnaires/{questionnaire_id}/operations,提交后动作,保存完成后动作,PUT /api/admin/questionnaires/{questionnaire_id}/operations/completion,客户端显示保存结果,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/396;sha=33f53cb67fa33f4b21e0bef20323171486795c85;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-125,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/{questionnaire_id}/operations,保存完成后动作,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-126,FEATURE_MATRIX,/admin/questionnaires/{questionnaire_id}/operations,外部推送,保存外部推送配置,PUT /api/admin/questionnaires/{questionnaire_id}/operations/external-push,客户端显示保存结果,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/396;sha=33f53cb67fa33f4b21e0bef20323171486795c85;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-126,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/{questionnaire_id}/operations,保存外部推送配置,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-127,FEATURE_MATRIX,/admin/questionnaires/{questionnaire_id}/operations,外部推送,保存配置后排队测试推送,PUT /api/admin/questionnaires/{questionnaire_id}/operations/external-push; POST /api/admin/questionnaires/{questionnaire_id}/operations/external-push/test,客户端先保存并显示 test_run_id 已排队,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/396;sha=33f53cb67fa33f4b21e0bef20323171486795c85;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-127,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/{questionnaire_id}/operations,保存配置后排队测试推送,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-128,FEATURE_MATRIX,/admin/questionnaires/.../external-push-logs,历史外推日志,应用筛选或重置日志视图,GET /admin/questionnaires/external-push-logs; GET /admin/questionnaires/{questionnaire_id:int}/external-push-logs,浏览器以 GET 表单重载全局或单问卷历史日志,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-128,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/questionnaires/.../external-push-logs,应用筛选或重置日志视图,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-129,FEATURE_MATRIX,/admin/radar-links,雷达链接列表,刷新雷达链接列表,GET /api/admin/radar-links,客户端重绘返回的雷达链接,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/386;sha=6a429d3950b34b83b8c07a4676749921e8b1c720;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-129,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links,刷新雷达链接列表,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-130,FEATURE_MATRIX,/admin/radar-links,雷达链接分享,生成分享链接和二维码,GET /api/admin/radar-links/{link_id}/share,客户端打开分享弹窗并提供复制/下载,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,NOT_STARTED,NOT_RUN,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-130,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links,生成分享链接和二维码,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-131,FEATURE_MATRIX,/admin/radar-links,雷达链接行,启用或停用雷达链接,POST /api/admin/radar-links/{link_id}/enable; POST /api/admin/radar-links/{link_id}/disable,客户端按当前状态请求后刷新列表,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/386;sha=6a429d3950b34b83b8c07a4676749921e8b1c720;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-131,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links,启用或停用雷达链接,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-132,FEATURE_MATRIX,/admin/radar-links/new,雷达表单,读取新建表单默认选项,GET /api/admin/radar-links/new/options,客户端填充默认值,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/386;sha=6a429d3950b34b83b8c07a4676749921e8b1c720;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-132,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links/new,读取新建表单默认选项,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-133,FEATURE_MATRIX,/admin/radar-links/new | /admin/radar-links/{link_id}/edit,雷达素材上传,上传图片内容,POST /api/admin/image-library/upload,成功响应返回图片素材 ID 供表单引用,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,sha=99304543057ed52da4802c3c969a85bb01fb0a87;pr=https://github.com/qianlan33333-png/AI-CRM-v2/pull/209;tests=shared_upload_item_id_contract_without_Radar_execution;paths=cmd/aicrm/legacy_api.go+internal/media,method=focused_normal_boundary_error_and_PG16;command=make_p4-h01a1-media-acceptance,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-133,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links/new | /admin/radar-links/{link_id}/edit,上传图片内容,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
LEGACY-S07-134,FEATURE_MATRIX,/admin/radar-links/new | /admin/radar-links/{link_id}/edit,雷达素材上传,上传小型附件内容,POST /api/admin/attachment-library/upload,成功响应返回附件素材 ID 供表单引用,UNMAPPED,BACKEND_REQUIRED,UNMAPPED,IMPLEMENTED,SYNTHETIC_PASS,pr=/pull/399;sha=682c0a6e822f506a3b3d275eb37f1a91dad77fa0;tests=ci;paths=api,method=ci;command=contract,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,UNMAPPED,docs/feature-matrix.csv:LEGACY-S07-134,"Matrix is source evidence, not V2 completion evidence.",UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,NOT_EXECUTED,NOT_EXECUTED,NOT_EXECUTED,/admin/radar-links/new | /admin/radar-links/{link_id}/edit,上传小型附件内容,UNMAPPED,d3a66948195ed7671442bf127a0ebedb5c8beb75,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED,UNMAPPED
